time(s),A,B,C,D
12261,235,278,23,131
12262,-224,212,-102,175
12263,215,93,-246,181
12264,128,-81,151,281
12265,105,-291,32,277
12266,291,265,211,-182
12267,27,-292,219,-177
12268,168,-240,24,-34
12269,261,27,24,-132
12270,-194,223,-199,179
12271,-288,273,105,154
12272,129,97,-210,-89
12273,-11,-83,68,-161
12274,-300,77,-113,150
12275,276,44,-50,-85
12276,111,126,103,7
12277,104,-216,-10,-209
12278,-175,119,169,237
12279,-153,246,-58,208
12280,136,-2,-255,-76
12281,171,175,-200,-206
12282,-62,-117,177,180
12283,68,-118,271,7
12284,202,286,138,-183
12285,-66,270,-16,252
12286,-105,-255,-52,-114
12287,141,-69,-230,93
12288,136,82,107,-84
12289,-267,82,-137,-251
12290,22,146,-131,-263
12291,258,-7,-33,11
12292,-99,-173,299,135
12293,40,-89,-202,165
12294,-178,-43,-159,100
12295,110,-101,105,-152
12296,167,177,28,53
12297,-291,150,-116,-35
12298,-37,-148,155,239
12299,-293,139,137,75
12300,-104,279,65,253
12301,97,57,103,-44
12302,253,125,204,207
12303,190,-98,-143,261
12304,-119,206,-82,257
12305,-20,-30,-227,160
12306,-288,-153,292,-10
12307,-282,209,-231,-131
12308,87,206,-201,-45
12309,274,1,286,-287
12310,-268,-48,-287,-210
12311,-30,298,243,151
12312,22,188,133,54
12313,-59,-186,-122,244
12314,174,284,-2,112
12315,44,-19,11,119
12316,163,-26,42,-250
12317,130,229,39,-105
12318,164,2,14,124
12319,161,-236,288,-2
12320,100,-119,-210,-270
12321,262,96,289,-78
12322,-4,-98,-187,-139
12323,-205,184,-219,-80
12324,-128,-201,93,-295
12325,245,-262,294,-108
12326,174,-48,-210,27
12327,-205,-139,143,-113
12328,-32,-18,-30,33
12329,131,-272,74,22
12330,-60,-124,-262,-226
12331,239,-127,213,-61
12332,-134,-169,71,137
12333,28,-87,-278,-7
12334,18,-84,-134,50
12335,287,243,229,273
12336,54,-125,86,-12
12337,228,-300,-129,159
12338,40,133,-83,166
12339,179,134,215,-14
12340,106,90,176,-15
12341,-13,-229,230,-229
12342,-130,262,-225,175
12343,138,-190,208,29
12344,43,-172,-99,-280
12345,86,-101,-36,-207
12346,-294,-174,269,220
12347,-111,42,266,-48
12348,-93,257,-299,-20
12349,-57,214,-257,-271
12350,92,287,-65,276
12351,-153,179,152,253
12352,7,-278,53,-129
12353,-170,-195,287,168
12354,86,43,-155,41
12355,-200,299,-127,-196
12356,138,196,-292,86
12357,-34,216,-209,-36
12358,-235,154,247,-270
12359,99,-95,299,-194
12360,-298,-188,-12,77
12361,183,-23,-154,171
12362,-254,58,78,-126
12363,-14,148,49,288
12364,3,-164,54,-244
12365,-118,-296,278,-3
12366,-39,-229,81,-20
12367,0,259,-248,-100
12368,-261,108,-172,4
12369,-143,119,39,-53
12370,-276,-235,-180,-238
12371,9,-182,-168,164
12372,220,115,290,274
12373,207,-262,-138,160
12374,155,-63,-27,-300
12375,-298,165,103,169
12376,-69,67,163,-17
12377,49,-168,50,-106
12378,-256,-10,-146,273
12379,146,-62,-199,115
12380,-7,-155,90,93
12381,-94,-228,275,98
12382,182,-52,123,-112
12383,266,-90,-300,181
12384,-39,-166,41,-170
12385,-282,-66,64,-270
12386,250,232,90,35
12387,137,280,-119,-10
12388,-238,84,240,-138
12389,-160,-145,-265,-101
12390,293,78,41,50
12391,-292,-215,-64,-219
12392,-32,-38,-244,206
12393,-15,-261,83,-88
12394,-114,275,-245,-253
12395,-205,-73,-125,95
12396,238,16,122,260
12397,131,-285,-187,168
12398,-1,-72,72,139
12399,-281,79,174,108
12400,-120,145,158,46
12401,-132,-257,271,210
12402,-36,-212,202,-296
12403,185,-48,-239,146
12404,-133,248,-50,165
12405,218,291,2,-109
12406,-42,164,-61,126
12407,-280,184,-43,246
12408,-135,-64,-164,-253
12409,-45,-58,-266,220
12410,-279,-38,5,-60
12411,-105,210,45,260
12412,87,186,171,276
12413,-136,43,-254,-210
12414,246,8,193,-285
12415,-43,175,210,241
12416,-87,220,-139,224
12417,35,185,-186,-23
12418,-297,-76,-216,-151
12419,-53,134,-68,243
12420,-33,-46,-132,-79
12421,-10,-245,196,-161
12422,-299,-23,114,282
12423,206,-79,232,-73
12424,-141,-207,-20,-74
12425,137,-182,64,-18
12426,278,-20,-279,272
12427,167,-17,128,-165
12428,-275,15,-284,-142
12429,82,156,47,147
12430,-260,-127,229,213
12431,75,58,-160,-115
12432,172,67,181,289
12433,30,31,153,-210
12434,189,206,-42,-237
12435,-5,-102,253,176
12436,236,2,282,165
12437,183,77,249,-48
12438,43,153,198,-32
12439,69,-275,-220,100
12440,21,-149,-168,-174
12441,116,252,-80,46
12442,120,127,127,1
12443,-18,43,-252,-273
12444,171,191,22,201
12445,225,258,156,196
12446,-109,-188,270,242
12447,-215,-264,222,229
12448,254,182,-166,113
12449,-45,-18,-83,-249
12450,-160,-289,142,-107
12451,220,-200,187,-150
12452,236,-235,-143,293
12453,81,221,153,149
12454,-186,132,72,-88
12455,-69,30,131,217
12456,78,-98,22,57
12457,76,217,76,-215
12458,-289,-129,200,-89
12459,-289,-275,-206,-230
12460,-245,42,188,227
12461,-178,-203,19,9
12462,-231,-28,-50,226
12463,-257,12,-110,-289
12464,76,59,181,160
12465,-181,-124,280,-158
12466,54,-179,230,-174
12467,-208,15,162,-146
12468,224,-29,-12,78
12469,134,72,166,-249
12470,-126,-28,58,-1
12471,140,-67,-273,-2
12472,133,294,-75,-207
12473,-238,-169,44,14
12474,-104,-109,-26,-253
12475,207,-135,101,-48
12476,-76,163,-109,248
12477,-116,235,24,221
12478,-6,-300,-206,-199
12479,-1,158,274,298
12480,-265,102,-271,-270
12481,130,170,183,104
12482,-237,114,-278,221
12483,-247,229,159,-150
12484,-39,24,289,219
12485,-252,135,-188,247
12486,11,126,-110,150
12487,299,-260,-267,-26
12488,195,152,135,164
12489,-282,-256,-105,72
12490,275,155,110,-210
12491,98,-75,-57,237
12492,-144,-136,-287,-163
12493,239,229,101,273
12494,261,168,-289,-4
12495,-11,190,253,-160
12496,249,-234,-57,3
12497,75,218,38,24
12498,185,-20,-82,-181
12499,-187,253,-155,-140
12500,-123,-105,-12,-136
12501,192,252,-120,74
12502,118,-167,204,-126
12503,-165,8,212,-280
12504,258,216,-288,268
12505,-45,-276,-80,90
12506,273,222,248,165
12507,-72,-157,47,250
12508,272,72,0,-63
12509,-175,-182,21,-170
12510,292,105,-89,-283
12511,-193,-206,-271,-147
12512,-60,-23,-67,-275
12513,-113,48,39,-66
12514,227,296,128,-26
12515,-182,-67,121,66
12516,299,-150,-204,-212
12517,56,0,227,152
12518,245,-100,195,-14
12519,-74,157,246,87
12520,-136,132,140,100
12521,-189,231,111,245
12522,165,-115,119,31
12523,269,-90,93,47
12524,225,-149,-58,136
12525,-213,-286,-82,-38
12526,-262,-208,24,61
12527,146,-257,-147,93
12528,-159,202,41,-257
12529,-145,-98,-126,-163
12530,-269,-74,170,-206
12531,132,-183,-218,289
12532,-155,-182,76,258
12533,51,-26,228,92
12534,-94,216,211,286
12535,175,-172,111,67
12536,-145,203,65,56
12537,-13,288,-157,58
12538,173,-276,-238,258
12539,232,167,-190,115
12540,257,88,93,13
12541,110,163,174,85
12542,130,261,116,242
12543,-113,-107,220,1
12544,148,149,-285,-9
12545,-223,-282,-146,181
12546,0,142,52,-200
12547,-33,-117,243,93
12548,88,58,-207,-134
12549,196,178,13,249
12550,286,-120,-121,80
12551,221,-135,-200,209
12552,-85,79,-47,39
12553,-182,166,-269,-115
12554,192,-103,7,127
12555,235,191,-157,43
12556,-239,-270,146,66
12557,45,-178,-19,186
12558,-40,289,-30,-45
12559,-72,-79,62,-45
12560,65,-11,-77,-19
12561,191,-44,296,200
12562,128,-112,114,-7
12563,250,-5,-292,241
12564,208,-104,-15,119
12565,91,49,-134,-281
12566,41,57,-202,292
12567,17,-235,-240,136
12568,-84,162,159,-162
12569,225,-286,190,-214
12570,-87,147,130,-107
12571,23,-5,14,93
12572,209,-181,95,125
12573,-297,-296,-214,-239
12574,15,-120,160,-194
12575,222,-233,-188,-98
12576,-193,297,-143,-7
12577,-104,196,76,169
12578,147,-28,100,72
12579,280,225,-34,-247
12580,148,299,-259,88
12581,26,163,-237,220
12582,-220,41,132,40
12583,2,182,-124,-28
12584,-48,154,13,-56
12585,14,268,-79,231
12586,-247,-40,6,-220
12587,-285,21,9,-39
12588,220,83,-6,-272
12589,233,181,-34,157
12590,-72,200,224,176
12591,-142,131,-208,-209
12592,72,42,126,-161
12593,174,204,269,97
12594,-139,-224,-174,93
12595,-229,-288,-274,-152
12596,121,74,174,-143
12597,-201,-104,115,276
12598,-94,-245,-158,-263
12599,-8,135,-246,80
12600,283,-115,86,-165
12601,74,295,8,123
12602,167,-198,-283,264
12603,-8,-187,-294,248
12604,-186,-49,-265,-36
12605,-263,-83,-111,-139
12606,51,137,-273,239
12607,47,126,-121,-31
12608,216,-270,187,58
12609,167,185,289,-297
12610,-197,77,142,129
12611,-294,55,-268,69
12612,89,79,-236,103
12613,-135,-114,158,-221
12614,238,147,-231,292
12615,271,-78,231,-36
12616,181,99,66,251
12617,-44,-202,204,190
12618,176,-247,165,28
12619,-234,-150,-10,-251
12620,58,-190,85,110
12621,251,-217,-211,266
12622,191,-27,286,6
12623,81,-108,184,265
12624,-124,-31,213,196
12625,-239,236,281,10
12626,183,207,-227,248
12627,-272,-56,187,-217
12628,-65,-289,-18,-89
12629,-185,117,-50,-234
12630,289,-125,-192,174
12631,197,5,-190,143
12632,-260,-239,85,-284
12633,41,-91,264,-110
12634,184,-180,-18,58
12635,201,-182,204,255
12636,-280,249,-3,276
12637,-63,-186,-30,244
12638,-70,220,295,38
12639,27,-154,104,-53
12640,251,-129,-237,-213
12641,151,-248,-127,-31
12642,172,-209,211,296
12643,74,-5,262,-57
12644,-154,-43,149,12
12645,-103,14,49,287
12646,-128,-287,-233,292
12647,226,-144,-30,244
12648,103,-199,6,195
12649,176,168,217,-65
12650,225,297,104,-220
12651,-157,-89,-295,269
12652,184,271,84,201
12653,122,106,111,-132
12654,15,295,297,268
12655,227,200,186,146
12656,-121,-191,-36,48
12657,-250,88,115,296
12658,4,-232,-113,183
12659,109,126,-228,-248
12660,161,-62,-200,228
12661,263,141,267,-260
12662,-233,-182,-75,-152
12663,-178,240,-120,-116
12664,-65,283,-51,79
12665,295,-158,-25,160
12666,280,-173,108,-149
12667,-227,289,-123,287
12668,293,-74,-294,237
12669,-13,-165,-152,47
12670,234,116,255,-290
12671,294,147,-179,-6
12672,141,155,-226,136
12673,-172,-258,236,-16
12674,-113,-226,-268,238
12675,103,-269,-68,-220
12676,-6,-237,31,-206
12677,-22,-290,197,115
12678,86,259,-178,-199
12679,-43,-128,-42,-31
12680,67,-147,196,87
12681,293,196,262,197
12682,188,-291,-109,-95
12683,140,-204,243,64
12684,17,-233,207,192
12685,-121,-296,65,-84
12686,-117,89,31,-229
12687,-205,-99,-190,165
12688,29,-35,-231,-177
12689,46,209,57,86
12690,-187,34,279,-34
12691,-134,-230,-166,134
12692,-176,132,-185,-181
12693,-34,243,88,-107
12694,279,-171,-94,118
12695,-248,-247,204,127
12696,-10,206,151,-58
12697,255,119,265,-180
12698,-132,-63,129,270
12699,-211,82,215,-14
12700,75,2,-173,-300
12701,-60,224,297,-195
12702,-197,167,25,-250
12703,-240,11,173,-277
12704,-133,-5,291,-114
12705,128,-228,-125,239
12706,258,222,-41,271
12707,233,115,280,-42
12708,-56,-89,106,55
12709,-95,24,-115,180
12710,-205,-244,-49,-295
12711,-144,-46,-157,-118
12712,-267,-150,-149,76
12713,12,-153,-157,140
12714,16,143,105,145
12715,273,-220,175,-34
12716,-24,-290,-182,293
12717,-71,117,-27,-107
12718,204,-35,251,197
12719,-153,247,-249,187
12720,-121,-251,163,189
12721,-193,289,-174,-91
12722,-231,149,299,-159
12723,-279,-96,-2,194
12724,38,260,159,-123
12725,-71,30,146,171
12726,-155,205,-296,243
12727,-142,74,259,-100
12728,-46,-100,-25,93
12729,116,-172,129,71
12730,-170,112,218,-280
12731,207,-294,-206,-131
12732,0,270,116,-154
12733,-70,118,197,215
12734,250,244,249,79
12735,153,241,101,-175
12736,-102,139,246,-288
12737,-149,-90,-177,-203
12738,279,203,-294,-168
12739,-207,-51,229,-268
12740,145,10,-110,16
12741,290,120,192,6
12742,-30,275,236,-55
12743,-235,166,-117,145
12744,-162,-56,-269,111
12745,-201,279,131,-274
12746,232,189,80,-98
12747,-163,222,96,23
12748,-192,-6,168,-229
12749,-43,168,-136,-56
12750,-57,-173,-39,-13
12751,21,142,86,-126
12752,283,-223,113,59
12753,-213,17,294,75
12754,110,111,-204,-100
12755,-201,32,-61,161
12756,-145,86,296,-21
12757,-261,166,146,37
12758,-297,-215,222,200
12759,249,88,-123,18
12760,240,-288,-143,75
12761,-16,180,277,238
12762,232,9,139,-59
12763,29,-276,-112,137
12764,175,-5,-107,-296
12765,-60,-231,299,-62
12766,87,-13,-297,183
12767,-27,280,116,-9
12768,-131,-57,-194,-93
12769,9,-61,298,-76
12770,43,-117,-250,-77
12771,174,-64,-75,68
12772,-129,-263,-185,261
12773,251,-108,-165,-254
12774,-93,162,62,50
12775,202,112,217,87
12776,-287,71,257,-20
12777,-99,282,-295,-61
12778,-220,-96,175,279
12779,-92,27,290,-117
12780,162,100,144,-226
12781,-244,-87,120,163
12782,-31,177,-119,62
12783,-90,207,146,-270
12784,202,-202,-87,-275
12785,-127,201,-164,-184
12786,-193,270,-236,259
12787,-260,-160,188,177
12788,79,-67,-251,-14
12789,-52,-266,1,-74
12790,-206,117,-278,273
12791,-88,-217,197,-26
12792,-158,-129,-265,-210
12793,24,173,282,187
12794,-165,-98,252,-213
12795,29,-264,-243,-245
12796,179,20,-3,-34
12797,-230,131,-181,5
12798,176,22,-117,-274
12799,235,127,62,37
12800,-173,-215,-95,-129
12801,48,223,145,-251
12802,-259,-247,212,232
12803,282,148,135,115
12804,106,-75,121,211
12805,49,-283,183,55
12806,89,136,-249,44
12807,-271,232,-211,-60
12808,-101,-63,-84,184
12809,-125,-281,-159,-251
12810,-29,19,167,260
12811,204,277,-252,78
12812,-101,-154,274,-149
12813,132,-29,228,15
12814,180,-6,-251,141
12815,-143,-175,-252,206
12816,132,-17,213,-211
12817,235,-50,-81,-114
12818,-63,-23,-144,-236
12819,-135,-255,93,-185
12820,200,229,32,-133
12821,15,30,48,140
12822,-104,-122,23,-285
12823,-108,-25,122,-77
12824,83,-5,266,-93
12825,58,-206,2,100
12826,-14,-83,-118,-4
12827,69,-47,66,-101
12828,114,-35,-111,266
12829,68,178,258,-225
12830,86,93,214,-148
12831,96,-63,104,252
12832,-246,-121,223,-176
12833,-35,-179,276,-121
12834,76,293,19,118
12835,-259,185,294,54
12836,203,-247,-16,165
12837,259,55,-235,-54
12838,191,184,277,-68
12839,35,55,-206,219
12840,-23,171,-173,31
12841,-62,115,-176,-4
12842,257,96,276,82
12843,-251,109,-146,295
12844,174,-269,277,46
12845,65,138,65,217
12846,13,79,46,-49
12847,84,-129,-63,-194
12848,-272,-39,178,-148
12849,-248,-209,-97,90
12850,108,167,186,273
12851,-42,55,117,-9
12852,249,-155,-175,10
12853,-11,175,187,-91
12854,-178,-79,190,-174
12855,-75,-272,203,-82
12856,-70,35,291,25
12857,82,-275,182,-8
12858,11,138,-34,225
12859,189,241,273,179
12860,-221,-131,76,-122
12861,-58,231,239,-209
12862,-247,-133,293,180
12863,-207,17,-60,-73
12864,94,-281,236,26
12865,109,273,-267,-16
12866,149,158,-101,-140
12867,-193,143,-264,-30
12868,257,88,-126,-88
12869,118,-5,175,-18
12870,155,-259,158,-183
12871,27,198,-87,153
12872,-298,-138,-234,-140
12873,-163,100,-36,279
12874,284,-244,-188,235
12875,-165,73,-261,-141
12876,-193,-9,109,59
12877,-62,30,203,-280
12878,238,-1,68,-60
12879,227,-291,237,-174
12880,75,114,241,288
12881,-52,14,45,-237
12882,170,279,-52,-172
12883,-141,-175,-80,-249
12884,238,-56,150,259
12885,125,195,-234,273
12886,200,156,208,-20
12887,110,-163,-130,7
12888,99,-146,143,172
12889,41,-155,-105,-192
12890,-222,16,-271,-105
12891,-232,-229,21,-162
12892,-300,216,173,65
12893,246,-217,-266,17
12894,214,102,-22,235
12895,-127,-13,-214,-158
12896,39,194,190,-194
12897,34,-107,212,70
12898,-155,-129,-75,-204
12899,-60,255,-108,207
12900,-12,-284,58,230
12901,-291,263,180,104
12902,298,79,80,-160
12903,-128,224,-101,-142
12904,17,-96,115,-277
12905,151,-299,-230,-169
12906,123,58,296,-32
12907,282,74,220,-13
12908,-289,164,-221,118
12909,10,144,149,-231
12910,109,-218,-47,0
12911,-233,-208,93,-166
12912,-220,-74,184,-247
12913,-132,-201,-125,-198
12914,-43,-242,-49,277
12915,72,-164,24,228
12916,-203,-158,190,-153
12917,164,-263,-20,-164
12918,-224,-294,269,76
12919,-92,-224,-218,-263
12920,180,-31,113,-152
12921,139,210,3,-300
12922,172,210,256,257
12923,-202,-56,-2,12
12924,145,108,159,67
12925,-126,149,207,-117
12926,199,-175,-229,4
12927,-145,236,-228,242
12928,-233,61,-192,-70
12929,98,178,-256,-63
12930,143,-251,-96,-170
12931,56,-112,228,164
12932,-152,-1,-274,-123
12933,-247,-218,259,-117
12934,218,-287,-158,117
12935,275,128,182,187
12936,60,291,-238,-238
12937,-214,114,-171,58
12938,201,234,102,-48
12939,148,100,-11,133
12940,-129,50,68,-173
12941,-61,49,-127,224
12942,205,-185,92,230
12943,-51,256,-55,34
12944,77,67,-205,-188
12945,-177,283,-80,96
12946,-84,-12,-244,-152
12947,-118,-116,87,-66
12948,263,-169,34,-230
12949,224,11,-159,-116
12950,-261,-130,292,-66
12951,-92,-272,-151,-130
12952,211,26,13,-258
12953,186,-148,298,-204
12954,53,-191,-149,-45
12955,-51,209,100,278
12956,-131,283,231,-156
12957,-239,-275,-92,-192
12958,-197,-162,-264,-290
12959,-82,53,269,107
12960,87,-299,70,251
12961,-192,291,-36,73
12962,276,-113,279,-114
12963,226,258,78,140
12964,-45,259,-216,184
12965,-268,213,229,80
12966,282,277,141,119
12967,95,-280,11,-114
12968,-102,-171,-217,27
12969,-258,-6,266,53
12970,60,-146,224,250
12971,-267,234,154,-162
12972,118,35,148,183
12973,70,202,-288,-251
12974,238,-77,289,151
12975,202,-262,-70,203
12976,199,266,115,-116
12977,87,231,-209,-239
12978,-242,-77,290,250
12979,-192,-239,90,-197
12980,-285,-1,193,-246
12981,-263,48,-127,200
12982,-266,229,92,50
12983,-285,-252,251,-276
12984,-279,-143,-9,-23
12985,44,-60,261,75
12986,-107,-278,-42,-52
12987,274,41,196,145
12988,-53,17,-108,134
12989,152,137,-278,-11
12990,98,82,297,-117
12991,285,114,175,220
12992,-24,-229,-138,123
12993,113,-127,109,-276
12994,-62,65,-156,-139
12995,-233,98,71,-254
12996,-156,81,-194,61
12997,218,-134,-34,47
12998,-160,-176,13,212
12999,-192,161,186,-79
13000,-116,46,-191,-96
13001,168,-26,85,153
13002,70,21,176,-147
13003,253,-230,140,6
13004,-145,258,-22,57
13005,213,50,-89,-138
13006,-264,-102,-105,-277
13007,-3,210,-173,-91
13008,217,104,-222,77
13009,90,0,79,135
13010,294,-185,-108,-127
13011,0,254,-254,-27
13012,287,-130,-101,-115
13013,-244,146,123,-184
13014,-1,-158,227,-240
13015,130,127,-244,7
13016,-135,-177,-202,291
13017,110,-103,-250,128
13018,38,-245,88,-289
13019,-192,-256,-111,145
13020,-243,238,260,-48
13021,-21,-168,98,-251
13022,-289,-243,32,-290
13023,-271,266,-121,-42
13024,26,233,-88,-284
13025,-117,134,64,-92
13026,204,-23,165,-64
13027,-256,-141,-113,-271
13028,232,-2,280,50
13029,-78,10,-281,218
13030,67,-5,253,168
13031,-17,-24,218,-16
13032,-37,-13,-30,284
13033,-263,13,28,-62
13034,-297,22,14,-280
13035,-189,270,-19,-235
13036,-264,-104,-111,201
13037,291,251,14,266
13038,-288,-186,-169,64
13039,-109,-161,282,-170
13040,144,68,154,51
13041,-39,-184,-217,-128
13042,-121,191,-24,91
13043,89,108,0,-121
13044,-69,58,-112,45
13045,-18,230,-226,-65
13046,16,214,173,36
13047,-21,-111,232,-143
13048,-175,-254,-255,-57
13049,225,201,-281,-97
13050,6,-252,109,95
13051,266,-258,244,81
13052,-45,-228,-183,-88
13053,-174,-270,248,165
13054,-214,-71,140,36
13055,-90,-146,4,-42
13056,-8,43,81,168
13057,-239,-123,-246,-12
13058,-260,-206,-248,129
13059,281,153,-115,76
13060,24,67,195,-76
13061,-287,136,-235,-175
13062,259,168,-143,-62
13063,-32,-15,-66,196
13064,-287,-72,-3,30
13065,-235,48,-218,-173
13066,275,-190,110,-100
13067,-65,290,280,207
13068,-153,296,199,70
13069,296,-27,290,-250
13070,-7,-26,12,214
13071,207,291,111,-118
13072,142,-268,-115,174
13073,-85,-132,255,-7
13074,114,177,-264,-252
13075,277,114,129,-138
13076,-284,-265,-34,243
13077,-294,78,164,260
13078,-238,45,-35,231
13079,86,175,-226,24
13080,-290,296,-249,168
13081,-290,14,119,-136
13082,266,87,-111,18
13083,-254,196,219,281
13084,-256,187,-291,78
13085,-196,-56,203,-170
13086,-162,53,179,285
13087,63,-194,81,17
13088,-203,-131,-7,-235
13089,79,-122,34,29
13090,-75,61,-254,-266
13091,-95,73,293,254
13092,251,-275,127,-233
13093,-193,111,-147,83
13094,135,38,-51,-195
13095,137,-136,-27,-120
13096,-145,210,294,-75
13097,19,-127,-45,-10
13098,-268,216,56,36
13099,275,-203,232,-208
13100,-13,-30,151,180
13101,-138,146,156,-25
13102,209,-167,-116,238
13103,-18,51,-144,-160
13104,-19,10,61,-155
13105,-142,205,243,-165
13106,262,235,-92,13
13107,-206,-178,-226,205
13108,275,50,-161,35
13109,-117,298,-218,193
13110,109,-57,-7,-76
13111,87,-76,124,252
13112,264,-28,-32,275
13113,-133,126,161,267
13114,71,-77,-102,-292
13115,-222,78,-31,46
13116,208,-277,-147,292
13117,158,59,93,154
13118,-28,-221,279,-286
13119,-169,-290,211,-69
13120,207,-181,78,-188
13121,146,152,-5,-231
13122,-288,-267,268,33
13123,153,-22,16,204
13124,128,-71,233,277
13125,-184,-268,-125,156
13126,-12,-264,-162,-66
13127,31,-32,-159,158
13128,92,-150,-14,-201
13129,129,-131,-186,-9
13130,289,-219,174,69
13131,45,43,-120,-245
13132,-75,-100,-124,116
13133,298,-7,-155,-140
13134,141,117,211,261
13135,52,9,-33,-285
13136,248,-182,-239,175
13137,193,-130,-245,72
13138,-50,-163,-71,-35
13139,-298,-240,219,-200
13140,261,-67,-11,98
13141,126,64,-211,54
13142,239,20,-36,221
13143,108,-264,53,-132
13144,-114,-49,116,-197
13145,145,-196,-19,50
13146,282,-250,114,117
13147,-231,-224,26,156
13148,-176,-96,48,-50
13149,-26,200,-111,224
13150,88,-270,-51,237
13151,205,-195,-262,296
13152,-288,128,150,-185
13153,183,-205,-155,138
13154,-166,-24,-197,235
13155,-125,-184,69,-268
13156,21,-87,-294,4
13157,190,2,-54,54
13158,226,61,8,143
13159,-150,136,106,27
13160,264,-247,200,114
13161,-84,-230,162,-58
13162,-252,272,2,-281
13163,80,234,299,153
13164,-50,197,-276,277
13165,-124,76,-205,-107
13166,200,-200,193,238
13167,80,-166,-152,94
13168,-61,-191,-92,248
13169,18,233,-136,118
13170,-183,203,142,-186
13171,-31,261,-69,52
13172,-30,-121,-168,-61
13173,40,189,131,-219
13174,-162,26,-212,250
13175,-106,212,21,48
13176,-233,-177,-250,161
13177,27,-74,-250,25
13178,-148,-131,-184,220
13179,157,-57,-242,83
13180,122,-56,-284,-112
13181,-229,170,-129,74
13182,37,-145,-92,133
13183,3,-107,-161,32
13184,-161,79,85,-69
13185,58,50,-144,-146
13186,259,-287,70,-264
13187,290,15,-282,-23
13188,-269,-273,73,-234
13189,64,-30,-49,-290
13190,87,149,147,256
13191,251,40,226,232
13192,-60,-29,-115,-283
13193,-123,24,266,225
13194,141,-272,85,-119
13195,-174,219,-137,-105
13196,-194,-278,-134,62
13197,97,-112,41,-286
13198,-5,-97,-28,-8
13199,103,41,252,107
13200,298,-153,2,-28
13201,107,128,-104,98
13202,-110,263,163,296
13203,-128,-203,251,-84
13204,206,-220,-118,-213
13205,-282,-190,-252,267
13206,-52,125,177,-98
13207,-225,-138,43,86
13208,10,-229,274,-173
13209,-213,118,288,295
13210,234,-36,176,-68
13211,221,86,-289,144
13212,-66,174,-67,-114
13213,151,201,275,186
13214,-78,290,-9,-144
13215,-67,277,49,-244
13216,26,-90,136,-114
13217,109,-209,-142,-182
13218,67,115,43,91
13219,-164,137,265,45
13220,3,-188,-285,228
13221,14,-55,-10,128
13222,129,-193,278,229
13223,-73,177,-152,-48
13224,166,-72,-196,-141
13225,-196,154,-116,48
13226,220,251,-18,-208
13227,170,16,-295,-232
13228,-12,-167,13,-111
13229,6,-188,-31,284
13230,152,-50,-228,28
13231,-181,-108,89,-236
13232,-275,64,175,-30
13233,6,-242,182,-219
13234,-286,-238,158,-132
13235,-31,227,-181,285
13236,-61,-207,-296,-5
13237,-200,-262,160,-240
13238,95,261,-26,66
13239,177,-175,-200,272
13240,-117,165,288,158
13241,-80,-146,64,-283
13242,-207,73,131,-189
13243,126,-29,-80,-162
13244,135,92,-248,104
13245,240,-179,162,-36
13246,113,18,-188,102
13247,138,-41,-250,-128
13248,245,-25,196,123
13249,176,-261,238,-187
13250,144,-55,-12,84
13251,111,-291,211,-69
13252,-167,205,25,-248
13253,-35,133,-173,-108
13254,187,195,-280,-231
13255,-208,-69,8,-249
13256,290,-59,-38,-256
13257,-1,185,84,-196
13258,46,225,-98,-14
13259,281,167,-80,-263
13260,-196,-250,35,1
13261,274,165,288,-177
13262,-71,-200,200,221
13263,239,13,-52,57
13264,136,-158,195,220
13265,226,4,-257,166
13266,-99,-103,132,273
13267,293,222,-119,100
13268,-16,151,133,-218
13269,122,15,-289,-233
13270,32,-162,-167,-66
13271,297,36,-56,102
13272,174,131,-77,129
13273,-26,-162,9,-140
13274,-185,295,-294,86
13275,-238,-22,215,-127
13276,160,-295,48,73
13277,242,-250,-1,-179
13278,-298,-57,146,-79
13279,-151,-155,128,108
13280,43,92,-167,201
13281,294,165,-234,-101
13282,229,95,178,-206
13283,199,279,180,3
13284,-283,248,-287,-273
13285,205,-33,157,224
13286,66,-93,-242,-195
13287,3,-292,-282,-164
13288,65,-221,150,-177
13289,-202,16,118,299
13290,-274,25,233,286
13291,255,-29,-180,-221
13292,-140,144,-14,122
13293,-298,179,-60,-75
13294,-112,98,-277,241
13295,-169,-90,242,7
13296,-160,-141,-55,-202
13297,-131,-26,-93,274
13298,-45,150,-31,171
13299,294,225,116,-219
13300,0,-112,10,130
13301,-97,45,-54,237
13302,-180,-194,-249,221
13303,284,75,163,-50
13304,40,-268,-37,-259
13305,280,-177,-43,56
13306,-33,-154,17,143
13307,196,-44,130,6
13308,-98,-38,-130,-263
13309,-200,228,-254,-8
13310,201,-280,154,257
13311,202,-135,-225,-178
13312,139,-232,32,43
13313,-109,-245,-81,209
13314,41,-251,-163,31
13315,133,-112,-213,-28
13316,-165,9,295,152
13317,253,-133,246,200
13318,220,-122,202,199
13319,-275,1,-84,-82
13320,-207,-53,-144,271
13321,-81,-153,142,293
13322,5,-37,13,146
13323,172,-109,-201,-190
13324,96,169,113,118
13325,202,7,175,247
13326,286,183,54,230
13327,-262,68,-132,-11
13328,191,61,-89,-279
13329,133,-22,67,-100
13330,34,215,289,-221
13331,-26,-134,109,108
13332,114,-235,15,-189
13333,-198,187,233,245
13334,-90,253,122,-118
13335,139,-290,278,164
13336,-88,-80,72,155
13337,51,91,221,-231
13338,273,22,296,-36
